feature,coefficient
Cadherin.12,-0.0
FGF23,0.0
Cadherin.2,-0.0
Carbonic.anhydrase.9,-0.0
Carbonic.anhydrase.III,0.0
CK.BB,0.0
Cystatin.S,0.0
CYTD,0.0
Endocan,0.0
EphA5,0.0
FGFR.2,-0.0
Calcineurin.B.a,-0.0
FGFR.3,-0.0
FGR,-0.0
FYN,0.0
IL.12.RB2,0.0
KPCT,0.0
MAPK2,0.0
MAPK5,0.0
MAPKAPK3,-0.0
ANGL4,0.0
ADAM.9,0.0
STX1a,0.0
COX.2,-0.0
complement.factor.H.related.5,-0.0
IGF.II.receptor,-0.0
kallikrein.14,-0.0
Macrophage.scavenger.receptor,-0.0
MFRP,0.0
Albumin,-0.0
a2.Macroglobulin,-0.0
ALT,0.0
Angiostatin,-0.0
CK.MB,-0.0
p27Kip1,-0.0
BNP.32,-0.0
PYY,-0.0
Secretin,0.0
TNR4,0.0
CSF.1,0.0
Activated.Protein.C,0.0
Aflatoxin.B1.aldehyde.reductase,0.0
AK1A1,0.0
AN32B,0.0
GM.CSF,0.0
PLCG1,0.0
PLXC1,-0.0
RSPO2,-0.0
SH21A,0.0
SORC2,0.0
PH,0.0
IL.6,0.0
X3HIDH,-0.0
TNF.b,-0.0
Livin.B,0.0
X41,-0.0
X17.beta.HSD.1,-0.0
Apo.D,-0.0
IL.3,-0.0
PPIB,0.0
Protein.disulfide.isomerase.A3,-0.0
TFF3,-0.0
Afamin,-0.0
NXPH1,0.0
KYNU,0.0
Kininogen..HMW,0.0
CONA1,0.0
PDGF.AA,0.0
SCGF.alpha,0.0
ATS15,0.0
BSSP4,-0.0
BST1,-0.0
CBX5,0.0
CDON,0.0
Clusterin,0.0
CTAP.III,0.0
KIRR3,0.0
DnaJ.homolog,-0.0
EMR2,-0.0
FLRT1,-0.0
Fucosyltransferase.3,-0.0
FUT5,0.0
GP114,0.0
HDGR2,-0.0
IL.34,0.0
Olfactomedin.4,-0.0
ASM3A,0.0
FAM107B,-0.0
Coactosin.like.protein,0.0
Insulin,-0.0
MCP.3,0.0
WNT7A,-0.0
ACTH,0.0
Glucagon,-0.0
C3a,-0.0
Calcineurin,0.0
Caspase.2,0.0
Coagulation.Factor.V,-0.0
Gelsolin,-0.0
D.dimer,0.0
Endoglin,0.0
Galectin.8,-0.0
GIB,0.0
Glutathione.S.transferase.Pi,0.0
GOT1,-0.0
HCC.4,0.0
Hemoglobin,-0.0
GDF2,-0.0
Coagulation.Factor.X,-0.0
Coagulation.Factor.IX,0.0
Angiogenin,0.0
CBG,0.0
Cytidylate.kinase,-0.0
C34.gp41.HIV.Fragment,0.0
PERL,0.0
CO8A1,-0.0
ITI.heavy.chain.H4,-0.0
TXD12,0.0
STRATIFIN,-0.0
sL.Selectin,-0.0
TRAIL.R1,-0.0
Epithelial.cell.kinase,-0.0
G.CSF,-0.0
Glypican.3,0.0
IL.1a,0.0
BMPR1A,0.0
BMP.RII,0.0
TrkB,-0.0
NCAM.120,-0.0
IL.11,-0.0
Cofilin.1,-0.0
Transketolase,-0.0
PSA2,0.0
RAN,-0.0
RBM39,0.0
SNAA,-0.0
Sphingosine.kinase.1,0.0
Spondin.1,-0.0
Thymidine.kinase,-0.0
transcription.factor.MLR1..isoform.CRA_b,-0.0
Triosephosphate.isomerase,-0.0
prostatic.binding.protein,-0.0
XTP3A,0.0
PTP.1C,0.0
AMNLS,0.0
CYTT,-0.0
BOC,0.0
CLC1B,0.0
SAA,-0.0
CRP,-0.0
Protein.disulfide.isomerase,-0.0
PHI,-0.0
IL.5.Ra,0.0
LIN7B,0.0
DRG.1,-0.0
EP15R,0.0
ERAB,0.0
FER,0.0
HNRPQ,-0.0
IF4G2,0.0
IGF.I.sR,0.0
LCMT1,0.0
M2.PK,0.0
PFD5,0.0
MDM2,-0.0
NCAM.L1,-0.0
NDP.kinase.B,0.0
NSF1C,0.0
NUDC3,0.0
PA2G4,-0.0
paraoxonase.1,0.0
PESC,0.0
sICAM.1,-0.0
DAPK2,-0.0
DYRK3,-0.0
TGM3,0.0
LRRT3,0.0
MFGM,-0.0
PCSK7,0.0
PDPK1,0.0
Sialoadhesin,-0.0
SPARCL1,-0.0
SPHK2,0.0
ST4S6,0.0
Tropomyosin.2,-0.0
MIC.1,0.0
Ubiquitin,0.0
ZAP70,-0.0
C1.Esterase.Inhibitor,-0.0
C3b,-0.0
C4,-0.0
C5b..6.Complex,-0.0
FGF7,-0.0
IL.3.Ra,-0.0
LRRT1,0.0
hnRNP.A.B,-0.0
GREM1,0.0
FCRL3,-0.0
DHH,-0.0
FGF.12,0.0
FGF.16,-0.0
FGF.8A,0.0
IFN.lambda.1,-0.0
IFN.lambda.2,0.0
MSP,-0.0
SLPI,0.0
SP.D,-0.0
ADAM12,0.0
BCL2.like.1.protein,-0.0
CHST2,-0.0
CHST6,-0.0
Collectin.Kidney.1,-0.0
ENPP7,-0.0
ENTP3,-0.0
ENTP5,-0.0
intMCs_ERK_LPS,-0.0
Granulocytes_CREB_unstim,-0.0
intMCs_MAPKAPK2_LPS,-0.0
CCR2poscMCs_MAPKAPK2_GMCSF,-0.0
cMCs_NFkB_GMCSF,-0.0
cMCs_ERK_GMCSF,-0.0
CCR2poscMCs_CREB_GMCSF,-0.0
CCR2poscMCs_STAT5_GMCSF,-0.0
CCR2poscMCs_p38_GMCSF,-0.0
CCR2poscMCs_STAT3_GMCSF,0.0
CCR2poscMCs_S6_GMCSF,-0.0
CCR2poscMCs_IkB_GMCSF,-0.0
CCR2poscMCs_NFkB_GMCSF,-0.0
cMCs_IkB_GMCSF,-0.0
CCR2poscMCs_ERK_GMCSF,-0.0
MDSCs_CREB_GMCSF,-0.0
MDSCs_STAT5_GMCSF,-0.0
MDSCs_p38_GMCSF,-0.0
MDSCs_STAT3_GMCSF,0.0
MDSCs_S6_GMCSF,-0.0
MDSCs_IkB_GMCSF,0.0
MDSCs_MAPKAPK2_GMCSF,-0.0
cMCs_MAPKAPK2_GMCSF,-0.0
cMCs_S6_GMCSF,-0.0
MDSCs_ERK_GMCSF,-0.0
Granulocytes_STAT3_GMCSF,-0.0
NKT_IkB_unstim,-0.0
NKT_MAPKAPK2_unstim,-0.0
NKT_NFkB_unstim,-0.0
NKT_ERK_unstim,0.0
NKT_STAT6_unstim,0.0
Granulocytes_CREB_GMCSF,-0.0
Granulocytes_STAT5_GMCSF,-0.0
Granulocytes_p38_GMCSF,-0.0
Granulocytes_S6_GMCSF,-0.0
cMCs_STAT3_GMCSF,0.0
Granulocytes_IkB_GMCSF,-0.0
Granulocytes_MAPKAPK2_GMCSF,-0.0
Granulocytes_NFkB_GMCSF,-0.0
Granulocytes_ERK_GMCSF,-0.0
Granulocytes_STAT6_GMCSF,-0.0
cMCs_CREB_GMCSF,-0.0
cMCs_STAT5_GMCSF,-0.0
cMCs_p38_GMCSF,-0.0
MDSCs_NFkB_GMCSF,-0.0
DCs_CREB_GMCSF,-0.0
NKT_STAT3_unstim,-0.0
intMCs_S6_GMCSF,-0.0
pDCs_MAPKAPK2_GMCSF,-0.0
pDCs_NFkB_GMCSF,-0.0
pDCs_ERK_GMCSF,-0.0
pDCs_STAT6_GMCSF,-0.0
intMCs_CREB_GMCSF,-0.0
intMCs_STAT5_GMCSF,-0.0
intMCs_p38_GMCSF,-0.0
intMCs_STAT3_GMCSF,0.0
intMCs_IkB_GMCSF,-0.0
pDCs_S6_GMCSF,-0.0
intMCs_MAPKAPK2_GMCSF,-0.0
intMCs_NFkB_GMCSF,-0.0
intMCs_ERK_GMCSF,-0.0
CCR2posintMCs_CREB_GMCSF,-0.0
CCR2posintMCs_STAT5_GMCSF,-0.0
CCR2posintMCs_p38_GMCSF,-0.0
CCR2posintMCs_STAT3_GMCSF,0.0
CCR2posintMCs_S6_GMCSF,-0.0
pDCs_IkB_GMCSF,0.0
pDCs_STAT3_GMCSF,0.0
DCs_STAT5_GMCSF,-0.0
mDCs_STAT5_GMCSF,-0.0
DCs_p38_GMCSF,-0.0
DCs_STAT3_GMCSF,0.0
DCs_S6_GMCSF,-0.0
DCs_IkB_GMCSF,0.0
DCs_MAPKAPK2_GMCSF,-0.0
DCs_NFkB_GMCSF,-0.0
DCs_ERK_GMCSF,-0.0
mDCs_CREB_GMCSF,-0.0
mDCs_p38_GMCSF,0.0
pDCs_p38_GMCSF,-0.0
mDCs_STAT3_GMCSF,0.0
mDCs_S6_GMCSF,-0.0
mDCs_IkB_GMCSF,-0.0
mDCs_MAPKAPK2_GMCSF,-0.0
mDCs_NFkB_GMCSF,-0.0
mDCs_ERK_GMCSF,-0.0
pDCs_CREB_GMCSF,-0.0
pDCs_STAT5_GMCSF,-0.0
NKT_S6_unstim,-0.0
NKT_STAT1_unstim,-0.0
CCR2posintMCs_MAPKAPK2_GMCSF,-0.0
CCR5posCCR2posCD8Tem_STAT1_unstim,-0.0
CD8Tem_IkB_unstim,-0.0
CD8Tem_MAPKAPK2_unstim,-0.0
CD8Tem_NFkB_unstim,-0.0
CD8Tem_ERK_unstim,-0.0
CD8Tem_STAT6_unstim,-0.0
CCR5posCCR2posCD8Tem_CREB_unstim,-0.0
CCR5posCCR2posCD8Tem_STAT5_unstim,-0.0
CCR5posCCR2posCD8Tem_p38_unstim,-0.0
CCR5posCCR2posCD8Tem_STAT3_unstim,-0.0
CD8Tem_STAT3_unstim,-0.0
CCR5posCCR2posCD8Tem_S6_unstim,-0.0
CCR5posCCR2posCD8Tem_IkB_unstim,-0.0
CCR5posCCR2posCD8Tem_MAPKAPK2_unstim,-0.0
CCR5posCCR2posCD8Tem_NFkB_unstim,-0.0
CCR5posCCR2posCD8Tem_ERK_unstim,-0.0
CCR5posCCR2posCD8Tem_STAT6_unstim,-0.0
CD69posCD8Tmem_CREB_unstim,-0.0
CD69posCD8Tmem_STAT5_unstim,-0.0
CD8Tem_S6_unstim,-0.0
CD8Tem_STAT1_unstim,-0.0
CD69posCD8Tmem_STAT1_unstim,-0.0
CCR5posCCR2posCD8Tcm_STAT1_unstim,-0.0
CD8Tcm_IkB_unstim,-0.0
CD8Tcm_MAPKAPK2_unstim,-0.0
CD8Tcm_NFkB_unstim,-0.0
CD8Tcm_ERK_unstim,-0.0
CD8Tcm_STAT6_unstim,-0.0
CCR5posCCR2posCD8Tcm_CREB_unstim,-0.0
CCR5posCCR2posCD8Tcm_STAT5_unstim,-0.0
CCR5posCCR2posCD8Tcm_p38_unstim,-0.0
CCR5posCCR2posCD8Tcm_STAT3_unstim,-0.0
CD8Tem_p38_unstim,-0.0
CCR5posCCR2posCD8Tcm_S6_unstim,-0.0
CCR5posCCR2posCD8Tcm_IkB_unstim,-0.0
CCR5posCCR2posCD8Tcm_MAPKAPK2_unstim,-0.0
CCR5posCCR2posCD8Tcm_NFkB_unstim,-0.0
CCR5posCCR2posCD8Tcm_ERK_unstim,-0.0
CCR5posCCR2posCD8Tcm_STAT6_unstim,-0.0
CD8Tem_CREB_unstim,-0.0
CD8Tem_STAT5_unstim,-0.0
CD69posCD8Tmem_p38_unstim,-0.0
CD69posCD8Tmem_STAT3_unstim,-0.0
NKT_p38_unstim,-0.0
CD62LposCD8Tnaive_STAT1_unstim,-0.0
CD8Tef_IkB_unstim,-0.0
CD8Tef_MAPKAPK2_unstim,-0.0
CD8Tef_NFkB_unstim,-0.0
CD8Tef_ERK_unstim,-0.0
CD8Tef_STAT6_unstim,-0.0
CD62LposCD8Tnaive_CREB_unstim,-0.0
CD62LposCD8Tnaive_STAT5_unstim,-0.0
CD62LposCD8Tnaive_p38_unstim,-0.0
CD62LposCD8Tnaive_STAT3_unstim,-0.0
CD8Tef_STAT3_unstim,-0.0
CD62LposCD8Tnaive_S6_unstim,-0.0
CD62LposCD8Tnaive_IkB_unstim,-0.0
CD62LposCD8Tnaive_MAPKAPK2_unstim,-0.0
CD62LposCD8Tnaive_NFkB_unstim,-0.0
CD62LposCD8Tnaive_ERK_unstim,-0.0
CD62LposCD8Tnaive_STAT6_unstim,-0.0
NKT_CREB_unstim,-0.0
NKT_STAT5_unstim,-0.0
CD8Tef_S6_unstim,-0.0
CD8Tef_STAT1_unstim,-0.0
CD69posCD8Tmem_S6_unstim,-0.0
CD8Tnaive_STAT1_unstim,-0.0
CD69posCD8Tmem_IkB_unstim,-0.0
CD69posCD8Tmem_MAPKAPK2_unstim,-0.0
CD69posCD8Tmem_NFkB_unstim,-0.0
CD69posCD8Tmem_ERK_unstim,-0.0
CD69posCD8Tmem_STAT6_unstim,-0.0
CD8Tnaive_CREB_unstim,-0.0
CD8Tnaive_STAT5_unstim,-0.0
CD8Tnaive_p38_unstim,-0.0
CD8Tnaive_STAT3_unstim,-0.0
CD8Tef_p38_unstim,-0.0
CD8Tnaive_S6_unstim,-0.0
CD8Tnaive_IkB_unstim,-0.0
CD8Tnaive_MAPKAPK2_unstim,-0.0
CD8Tnaive_NFkB_unstim,-0.0
CD8Tnaive_ERK_unstim,-0.0
CD8Tnaive_STAT6_unstim,-0.0
CD8Tef_CREB_unstim,-0.0
CD8Tef_STAT5_unstim,-0.0
CCR2posintMCs_IkB_GMCSF,-0.0
CCR2posintMCs_NFkB_GMCSF,-0.0
CD69posCD56loCD16negNK_STAT3_IFNa,-0.0
ncMCs_S6_IFNa,-0.0
CCR2posintMCs_IkB_IFNa,0.0
CCR2posintMCs_NFkB_IFNa,-0.0
CCR2posintMCs_ERK_IFNa,-0.0
CCR2posintMCs_STAT6_IFNa,-0.0
ncMCs_CREB_IFNa,-0.0
ncMCs_STAT5_IFNa,-0.0
ncMCs_STAT1_IFNa,-0.0
ncMCs_STAT3_IFNa,-0.0
ncMCs_IkB_IFNa,0.0
CCR2posintMCs_STAT3_IFNa,-0.0
ncMCs_NFkB_IFNa,-0.0
ncMCs_STAT6_IFNa,-0.0
CCR2negncMCs_CREB_IFNa,-0.0
CCR2negncMCs_STAT5_IFNa,-0.0
CCR2negncMCs_STAT1_IFNa,-0.0
CCR2negncMCs_STAT3_IFNa,-0.0
CCR2negncMCs_S6_IFNa,-0.0
CCR2negncMCs_IkB_IFNa,0.0
CCR2posintMCs_S6_IFNa,-0.0
CCR2posintMCs_STAT1_IFNa,0.0
CCR2negncMCs_STAT6_IFNa,-0.0
intMCs_p38_IFNa,-0.0
pDCs_STAT3_IFNa,-0.0
pDCs_S6_IFNa,0.0
pDCs_IkB_IFNa,-0.0
pDCs_MAPKAPK2_IFNa,0.0
pDCs_NFkB_IFNa,-0.0
pDCs_STAT6_IFNa,-0.0
intMCs_CREB_IFNa,0.0
intMCs_STAT5_IFNa,-0.0
intMCs_STAT1_IFNa,0.0
CCR2posintMCs_p38_IFNa,-0.0
intMCs_STAT3_IFNa,-0.0
intMCs_S6_IFNa,-0.0
intMCs_IkB_IFNa,0.0
intMCs_NFkB_IFNa,-0.0
intMCs_ERK_IFNa,-0.0
intMCs_STAT6_IFNa,-0.0
CCR2posintMCs_CREB_IFNa,0.0
CCR2posintMCs_STAT5_IFNa,-0.0
CCR2negncMCs_NFkB_IFNa,-0.0
NK_CREB_IFNa,0.0
pDCs_STAT5_IFNa,-0.0
CD69negCD56loCD16negNK_STAT1_IFNa,0.0
CD56loCD16negNK_S6_IFNa,-0.0
CD56loCD16negNK_IkB_IFNa,-0.0
CD56loCD16negNK_MAPKAPK2_IFNa,0.0
CD56loCD16negNK_NFkB_IFNa,-0.0
CD56loCD16negNK_STAT6_IFNa,0.0
CD69negCD56loCD16negNK_CREB_IFNa,0.0
CD69negCD56loCD16negNK_STAT5_IFNa,0.0
CD69negCD56loCD16negNK_p38_IFNa,0.0
CD69negCD56loCD16negNK_STAT3_IFNa,-0.0
CD56loCD16negNK_STAT1_IFNa,0.0
CD69negCD56loCD16negNK_S6_IFNa,-0.0
CD69negCD56loCD16negNK_IkB_IFNa,-0.0
CD69negCD56loCD16negNK_MAPKAPK2_IFNa,0.0
CD69negCD56loCD16negNK_NFkB_IFNa,-0.0
CD69negCD56loCD16negNK_STAT6_IFNa,0.0
CD69posCD56loCD16negNK_CREB_IFNa,0.0
intMCs_IkB_LPS,0.0
CD69posCD56loCD16negNK_p38_IFNa,0.0
CD56loCD16negNK_STAT3_IFNa,-0.0
CD56loCD16negNK_p38_IFNa,0.0
NK_STAT5_IFNa,0.0
CD56hiCD16negNK_CREB_IFNa,-0.0
NK_p38_IFNa,0.0
NK_STAT1_IFNa,0.0
NK_STAT3_IFNa,-0.0
NK_S6_IFNa,-0.0
NK_IkB_IFNa,-0.0
NK_MAPKAPK2_IFNa,0.0
NK_NFkB_IFNa,-0.0
NK_STAT6_IFNa,0.0
CD56hiCD16negNK_STAT5_IFNa,-0.0
CD56loCD16negNK_STAT5_IFNa,0.0
CD56hiCD16negNK_STAT1_IFNa,0.0
CD56hiCD16negNK_STAT3_IFNa,-0.0
CD56hiCD16negNK_S6_IFNa,-0.0
CD56hiCD16negNK_IkB_IFNa,0.0
CD56hiCD16negNK_MAPKAPK2_IFNa,0.0
CD56hiCD16negNK_NFkB_IFNa,-0.0
CD56hiCD16negNK_STAT6_IFNa,-0.0
CD56loCD16negNK_CREB_IFNa,0.0
pDCs_STAT1_IFNa,0.0
pDCs_CREB_IFNa,0.0
CCR2posintMCs_ERK_GMCSF,-0.0
Bcells_STAT5_IFNa,-0.0
Granulocytes_STAT1_IFNa,-0.0
Granulocytes_STAT3_IFNa,-0.0
Granulocytes_S6_IFNa,-0.0
Granulocytes_IkB_IFNa,0.0
Granulocytes_NFkB_IFNa,-0.0
Granulocytes_ERK_IFNa,-0.0
Granulocytes_STAT6_IFNa,0.0
Bcells_CREB_IFNa,0.0
Bcells_STAT1_IFNa,0.0
Granulocytes_CREB_IFNa,-0.0
Bcells_STAT3_IFNa,-0.0
Bcells_S6_IFNa,-0.0
Bcells_IkB_IFNa,-0.0
Bcells_MAPKAPK2_IFNa,-0.0
Bcells_NFkB_IFNa,-0.0
Bcells_STAT6_IFNa,-0.0
cMCs_CREB_IFNa,-0.0
cMCs_STAT5_IFNa,-0.0
Granulocytes_STAT5_IFNa,-0.0
CCR2negncMCs_STAT6_GMCSF,0.0
cMCs_STAT1_IFNa,0.0
ncMCs_ERK_GMCSF,-0.0
ncMCs_CREB_GMCSF,-0.0
ncMCs_STAT5_GMCSF,-0.0
ncMCs_p38_GMCSF,0.0
ncMCs_STAT3_GMCSF,0.0
ncMCs_S6_GMCSF,0.0
ncMCs_IkB_GMCSF,-0.0
ncMCs_MAPKAPK2_GMCSF,-0.0
ncMCs_NFkB_GMCSF,-0.0
ncMCs_STAT6_GMCSF,0.0
CCR2negncMCs_ERK_GMCSF,-0.0
CCR2negncMCs_CREB_GMCSF,-0.0
CCR2negncMCs_STAT5_GMCSF,-0.0
CCR2negncMCs_p38_GMCSF,0.0
CCR2negncMCs_STAT3_GMCSF,0.0
CCR2negncMCs_S6_GMCSF,0.0
CCR2negncMCs_IkB_GMCSF,-0.0
CCR2negncMCs_MAPKAPK2_GMCSF,-0.0
CCR2negncMCs_NFkB_GMCSF,-0.0
cMCs_p38_IFNa,-0.0
cMCs_STAT3_IFNa,-0.0
mDCs_STAT6_IFNa,-0.0
DCs_MAPKAPK2_IFNa,-0.0
MDSCs_ERK_IFNa,-0.0
MDSCs_STAT6_IFNa,-0.0
DCs_CREB_IFNa,-0.0
DCs_STAT5_IFNa,-0.0
DCs_STAT1_IFNa,-0.0
DCs_STAT3_IFNa,-0.0
DCs_S6_IFNa,-0.0
DCs_IkB_IFNa,0.0
DCs_NFkB_IFNa,-0.0
MDSCs_IkB_IFNa,0.0
DCs_STAT6_IFNa,-0.0
mDCs_CREB_IFNa,0.0
mDCs_STAT5_IFNa,-0.0
mDCs_STAT1_IFNa,0.0
mDCs_STAT3_IFNa,-0.0
mDCs_S6_IFNa,-0.0
mDCs_IkB_IFNa,-0.0
mDCs_NFkB_IFNa,-0.0
MDSCs_NFkB_IFNa,-0.0
MDSCs_S6_IFNa,-0.0
cMCs_S6_IFNa,-0.0
CCR2poscMCs_STAT3_IFNa,-0.0
cMCs_IkB_IFNa,0.0
cMCs_NFkB_IFNa,-0.0
cMCs_ERK_IFNa,-0.0
cMCs_STAT6_IFNa,-0.0
CCR2poscMCs_CREB_IFNa,-0.0
CCR2poscMCs_STAT5_IFNa,-0.0
CCR2poscMCs_p38_IFNa,-0.0
CCR2poscMCs_STAT1_IFNa,0.0
CCR2poscMCs_S6_IFNa,-0.0
MDSCs_STAT3_IFNa,-0.0
CCR2poscMCs_IkB_IFNa,0.0
CCR2poscMCs_NFkB_IFNa,-0.0
CCR2poscMCs_ERK_IFNa,-0.0
CCR2poscMCs_STAT6_IFNa,-0.0
MDSCs_CREB_IFNa,-0.0
MDSCs_STAT5_IFNa,-0.0
MDSCs_p38_IFNa,-0.0
MDSCs_STAT1_IFNa,0.0
CD8Tcm_S6_unstim,-0.0
CD8Tcm_STAT3_unstim,-0.0
CD8Tcm_STAT1_unstim,-0.0
CCR2negncMCs_STAT5_unstim,-0.0
ncMCs_STAT3_unstim,0.0
ncMCs_S6_unstim,-0.0
ncMCs_IkB_unstim,0.0
ncMCs_MAPKAPK2_unstim,-0.0
ncMCs_NFkB_unstim,-0.0
ncMCs_ERK_unstim,0.0
ncMCs_STAT6_unstim,-0.0
CCR2negncMCs_CREB_unstim,-0.0
CCR2negncMCs_p38_unstim,0.0
ncMCs_p38_unstim,0.0
CCR2negncMCs_STAT1_unstim,-0.0
CCR2negncMCs_STAT3_unstim,0.0
CCR2negncMCs_S6_unstim,-0.0
CCR2negncMCs_IkB_unstim,0.0
CCR2negncMCs_MAPKAPK2_unstim,-0.0
CCR2negncMCs_NFkB_unstim,-0.0
CCR2negncMCs_ERK_unstim,0.0
CCR2negncMCs_STAT6_unstim,-0.0
ncMCs_STAT1_unstim,-0.0
ncMCs_STAT5_unstim,-0.0
NK_STAT5_unstim,-0.0
CCR2posintMCs_STAT5_unstim,-0.0
intMCs_STAT3_unstim,-0.0
intMCs_S6_unstim,-0.0
intMCs_IkB_unstim,-0.0
intMCs_MAPKAPK2_unstim,-0.0
intMCs_NFkB_unstim,-0.0
intMCs_ERK_unstim,0.0
intMCs_STAT6_unstim,-0.0
CCR2posintMCs_CREB_unstim,-0.0
CCR2posintMCs_p38_unstim,0.0
ncMCs_CREB_unstim,-0.0
CCR2posintMCs_STAT1_unstim,-0.0
CCR2posintMCs_STAT3_unstim,-0.0
CCR2posintMCs_S6_unstim,-0.0
CCR2posintMCs_IkB_unstim,-0.0
CCR2posintMCs_MAPKAPK2_unstim,-0.0
CCR2posintMCs_NFkB_unstim,-0.0
CCR2posintMCs_ERK_unstim,-0.0
CCR2posintMCs_STAT6_unstim,-0.0
NK_CREB_unstim,-0.0
NK_p38_unstim,-0.0
intMCs_p38_unstim,0.0
CD69negCD56loCD16negNK_STAT5_unstim,-0.0
CD56loCD16negNK_STAT3_unstim,-0.0
CD56loCD16negNK_S6_unstim,-0.0
CD56loCD16negNK_IkB_unstim,-0.0
CD56loCD16negNK_MAPKAPK2_unstim,-0.0
CD56loCD16negNK_NFkB_unstim,-0.0
CD56loCD16negNK_ERK_unstim,0.0
CD56loCD16negNK_STAT6_unstim,-0.0
CD69negCD56loCD16negNK_CREB_unstim,0.0
CD69negCD56loCD16negNK_p38_unstim,-0.0
CD56loCD16negNK_p38_unstim,-0.0
CD69negCD56loCD16negNK_STAT1_unstim,-0.0
CD69negCD56loCD16negNK_STAT3_unstim,-0.0
CD69negCD56loCD16negNK_S6_unstim,-0.0
CD69negCD56loCD16negNK_IkB_unstim,-0.0
CD69negCD56loCD16negNK_MAPKAPK2_unstim,-0.0
CD69negCD56loCD16negNK_NFkB_unstim,-0.0
CD69negCD56loCD16negNK_ERK_unstim,0.0
CD69negCD56loCD16negNK_STAT6_unstim,-0.0
CD56loCD16negNK_STAT1_unstim,-0.0
CD56loCD16negNK_STAT5_unstim,-0.0
NK_STAT1_unstim,-0.0
CD56hiCD16negNK_STAT5_unstim,-0.0
NK_STAT3_unstim,-0.0
NK_S6_unstim,-0.0
NK_IkB_unstim,-0.0
NK_MAPKAPK2_unstim,-0.0
NK_NFkB_unstim,-0.0
NK_ERK_unstim,0.0
NK_STAT6_unstim,-0.0
CD56hiCD16negNK_CREB_unstim,-0.0
CD56hiCD16negNK_p38_unstim,-0.0
CD56loCD16negNK_CREB_unstim,0.0
CD56hiCD16negNK_STAT1_unstim,-0.0
CD56hiCD16negNK_STAT3_unstim,-0.0
CD56hiCD16negNK_S6_unstim,-0.0
CD56hiCD16negNK_IkB_unstim,-0.0
CD56hiCD16negNK_MAPKAPK2_unstim,-0.0
CD56hiCD16negNK_NFkB_unstim,-0.0
CD56hiCD16negNK_ERK_unstim,0.0
CD56hiCD16negNK_STAT6_unstim,-0.0
intMCs_STAT1_unstim,-0.0
intMCs_STAT5_unstim,-0.0
CD8Tcm_p38_unstim,-0.0
CCR2poscMCs_CREB_unstim,-0.0
cMCs_STAT1_unstim,-0.0
cMCs_STAT3_unstim,-0.0
cMCs_S6_unstim,-0.0
cMCs_IkB_unstim,-0.0
cMCs_MAPKAPK2_unstim,-0.0
cMCs_NFkB_unstim,-0.0
cMCs_ERK_unstim,-0.0
cMCs_STAT6_unstim,-0.0
CCR2poscMCs_STAT5_unstim,-0.0
cMCs_STAT5_unstim,-0.0
CCR2poscMCs_p38_unstim,0.0
CCR2poscMCs_STAT1_unstim,-0.0
CCR2poscMCs_STAT3_unstim,-0.0
CCR2poscMCs_S6_unstim,-0.0
CCR2poscMCs_IkB_unstim,-0.0
CCR2poscMCs_MAPKAPK2_unstim,-0.0
CCR2poscMCs_NFkB_unstim,-0.0
CCR2poscMCs_ERK_unstim,-0.0
cMCs_p38_unstim,0.0
cMCs_CREB_unstim,-0.0
MDSCs_CREB_unstim,-0.0
Granulocytes_STAT6_unstim,-0.0
Granulocytes_p38_unstim,0.0
Granulocytes_STAT1_unstim,-0.0
Granulocytes_STAT3_unstim,-0.0
Granulocytes_S6_unstim,-0.0
Granulocytes_IkB_unstim,-0.0
Granulocytes_MAPKAPK2_unstim,-0.0
Granulocytes_NFkB_unstim,-0.0
Granulocytes_ERK_unstim,0.0
Bcells_CREB_unstim,-0.0
Bcells_STAT6_unstim,-0.0
Bcells_STAT5_unstim,-0.0
Bcells_STAT1_unstim,-0.0
Bcells_STAT3_unstim,-0.0
Bcells_S6_unstim,0.0
Bcells_IkB_unstim,-0.0
Bcells_MAPKAPK2_unstim,-0.0
Bcells_NFkB_unstim,-0.0
Bcells_ERK_unstim,0.0
CCR2poscMCs_STAT6_unstim,-0.0
MDSCs_STAT5_unstim,-0.0
intMCs_CREB_unstim,-0.0
pDCs_STAT5_unstim,-0.0
mDCs_STAT3_unstim,-0.0
mDCs_S6_unstim,-0.0
mDCs_IkB_unstim,-0.0
mDCs_MAPKAPK2_unstim,-0.0
mDCs_NFkB_unstim,0.0
mDCs_ERK_unstim,0.0
mDCs_STAT6_unstim,-0.0
pDCs_CREB_unstim,-0.0
pDCs_p38_unstim,0.0
mDCs_p38_unstim,0.0
pDCs_STAT1_unstim,-0.0
pDCs_STAT3_unstim,-0.0
pDCs_S6_unstim,-0.0
pDCs_IkB_unstim,-0.0
pDCs_MAPKAPK2_unstim,-0.0
pDCs_NFkB_unstim,0.0
pDCs_ERK_unstim,0.0
pDCs_STAT6_unstim,-0.0
mDCs_STAT1_unstim,-0.0
mDCs_STAT5_unstim,-0.0
MDSCs_p38_unstim,0.0
DCs_CREB_unstim,-0.0
MDSCs_STAT1_unstim,-0.0
MDSCs_STAT3_unstim,-0.0
MDSCs_S6_unstim,-0.0
MDSCs_IkB_unstim,-0.0
MDSCs_MAPKAPK2_unstim,-0.0
MDSCs_NFkB_unstim,-0.0
MDSCs_ERK_unstim,0.0
MDSCs_STAT6_unstim,-0.0
