feature,coefficient
Aggrecan,-0.0
WFKN2,-0.0
TrATPase,-0.0
CD48,-0.0
Semaphorin.3A,-0.0
SARP.2,0.0
RET,0.0
Protease.nexin.I,0.0
PIGR,-0.0
Nidogen,0.0
Siglec.3,-0.0
CD23,-0.0
CFC1,-0.0
MEPE,-0.0
FCGR1,0.0
LRIG3,0.0
IL24,-0.0
IGFBP.7,0.0
HTRA2,0.0
Heparin.cofactor.II,-0.0
GPC2,-0.0
FCN2,-0.0
FCG3B,-0.0
CNTN2,-0.0
FCG2B,0.0
FCG2A,0.0
DLL4,0.0
Cystatin.M,-0.0
CYTF,0.0
Contactin.5,-0.0
Contactin.4,-0.0
METAP1,-0.0
MFRP,0.0
C2,-0.0
Granulysin,-0.0
Cathepsin.S,0.0
CATC,-0.0
Carbonic.Anhydrase.IV,-0.0
CD39,0.0
Coagulation.Factor.VII,-0.0
ATS13,-0.0
MATN3,0.0
ATS1,-0.0
CRIS3,0.0
Enterokinase,-0.0
WFKN1,-0.0
Glutamate.carboxypeptidase,-0.0
GPVI,0.0
HPLN1,-0.0
ASAHL,0.0
IDE,-0.0
ARSB,-0.0
amyloid.precursor.protein,0.0
AMPM2,-0.0
IDS,0.0
IDUA,-0.0
kallikrein.12,0.0
kallikrein.13,-0.0
kallikrein.5,-0.0
KREM2,-0.0
LKHA4,-0.0
ADAMTS.5,-0.0
LYVE1,-0.0
Cathepsin.A,0.0
ROBO2,-0.14512673375548596
GDF2,-0.19012864025229723
AFP,-0.4036561318308489
sTie.2,-0.43344505301165837
CSK21,-0.47026858516029313
BLC,-0.5208200750746217
MP2K4,-0.6949983659775666
Growth.hormone.receptor,-0.7334524867418337
SLIK5,-0.8484046394173511
SCF.sR,-0.848747332323896
ROR1,-0.9793723558426882
ASAH2,-1.1571331241672724
DLC8,-1.2046181899002106
ALCAM,-1.2395576418140961
VEGF121,-1.5792804902331081
HCG,-2.0676344786966636
MMP.12,-2.510689105342617
Angiopoietin.2,-5.651360005210499
