,alpha'=' 2.007,alpha'=' 2.189,alpha'=' 2.388,alpha'=' 2.605,alpha'=' 2.842,alpha'=' 3.101,alpha'=' 3.383,alpha'=' 3.691,alpha'=' 4.027,alpha'=' 4.393,alpha'=' 4.793,alpha'=' 5.229,alpha'=' 5.705,alpha'=' 6.223,alpha'=' 6.790,alpha'=' 7.407,alpha'=' 8.081,alpha'=' 8.816,alpha'=' 9.618,alpha'=' 10.494,alpha'=' 11.448,alpha'=' 12.490,alpha'=' 13.626,alpha'=' 14.866,alpha'=' 16.218,alpha'=' 17.693,alpha'=' 19.303,alpha'=' 21.059,alpha'=' 22.975,alpha'=' 25.065
artificial.106,0.08,0.075,0.07,0.066,0.058,0.054,0.046,0.039,0.033,0.025,0.018,0.011,0.007,0.005,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.107,0.133,0.116,0.113,0.104,0.094,0.076,0.063,0.049,0.038,0.03,0.02,0.017,0.011,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.108,0.105,0.096,0.083,0.078,0.064,0.056,0.043,0.036,0.027,0.022,0.012,0.008,0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.109,0.04,0.034,0.023,0.019,0.016,0.012,0.008,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.110,0.032,0.029,0.025,0.022,0.022,0.02,0.015,0.011,0.009,0.004,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.111,0.004,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.112,0.149,0.146,0.139,0.124,0.114,0.102,0.083,0.074,0.062,0.043,0.029,0.02,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.113,0.071,0.069,0.065,0.059,0.057,0.055,0.053,0.049,0.044,0.035,0.027,0.02,0.012,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.114,0.18,0.169,0.156,0.144,0.133,0.123,0.113,0.107,0.092,0.07,0.055,0.045,0.034,0.024,0.016,0.011,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.115,0.131,0.125,0.119,0.115,0.11,0.105,0.103,0.096,0.093,0.082,0.068,0.048,0.022,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.116,0.192,0.183,0.175,0.169,0.155,0.133,0.114,0.101,0.086,0.068,0.052,0.04,0.027,0.013,0.008,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.117,0.091,0.085,0.079,0.073,0.065,0.057,0.049,0.038,0.027,0.017,0.012,0.007,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.118,0.047,0.041,0.04,0.035,0.03,0.026,0.023,0.022,0.018,0.017,0.013,0.011,0.009,0.007,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.119,0.045,0.043,0.041,0.036,0.036,0.03,0.028,0.026,0.022,0.018,0.013,0.012,0.007,0.004,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.120,0.067,0.065,0.06,0.055,0.051,0.048,0.047,0.045,0.038,0.035,0.03,0.023,0.019,0.019,0.013,0.007,0.005,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.121,0.032,0.026,0.02,0.015,0.011,0.006,0.004,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.122,0.169,0.154,0.137,0.132,0.114,0.102,0.084,0.071,0.052,0.033,0.022,0.014,0.009,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.123,0.012,0.009,0.008,0.007,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.124,0.141,0.135,0.128,0.118,0.11,0.103,0.088,0.077,0.063,0.05,0.042,0.032,0.016,0.009,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.125,0.041,0.033,0.027,0.022,0.021,0.017,0.017,0.014,0.011,0.009,0.008,0.006,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.126,0.027,0.026,0.026,0.023,0.023,0.023,0.021,0.016,0.012,0.01,0.008,0.008,0.005,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.127,0.033,0.02,0.015,0.012,0.008,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.128,0.328,0.324,0.317,0.298,0.28,0.265,0.245,0.224,0.199,0.166,0.126,0.085,0.044,0.024,0.012,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.129,0.025,0.017,0.011,0.009,0.007,0.005,0.004,0.004,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.130,0.008,0.005,0.005,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.131,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.132,0.015,0.01,0.007,0.006,0.003,0.003,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.133,0.067,0.061,0.059,0.055,0.051,0.043,0.038,0.031,0.026,0.017,0.014,0.012,0.009,0.008,0.005,0.004,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.134,0.011,0.009,0.007,0.007,0.006,0.003,0.004,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.135,0.048,0.044,0.04,0.036,0.03,0.026,0.021,0.019,0.015,0.013,0.01,0.008,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.136,0.02,0.02,0.016,0.012,0.01,0.006,0.005,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.137,0.272,0.252,0.226,0.205,0.165,0.132,0.098,0.063,0.033,0.017,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.138,0.187,0.178,0.168,0.156,0.148,0.14,0.125,0.108,0.095,0.076,0.064,0.054,0.045,0.038,0.027,0.018,0.011,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.139,0.02,0.02,0.017,0.012,0.012,0.01,0.006,0.003,0.003,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.140,0.036,0.036,0.028,0.023,0.02,0.014,0.007,0.003,0.003,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.141,0.027,0.026,0.02,0.014,0.014,0.013,0.009,0.006,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.142,0.163,0.147,0.134,0.12,0.111,0.096,0.08,0.068,0.057,0.038,0.034,0.02,0.009,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.143,0.226,0.22,0.219,0.216,0.202,0.192,0.187,0.178,0.166,0.144,0.127,0.109,0.094,0.074,0.052,0.03,0.019,0.014,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.144,0.029,0.025,0.023,0.021,0.017,0.012,0.008,0.005,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.145,0.026,0.023,0.019,0.015,0.012,0.01,0.01,0.008,0.005,0.005,0.004,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.146,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.147,0.017,0.015,0.01,0.006,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.148,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.149,0.381,0.366,0.351,0.334,0.317,0.296,0.279,0.245,0.213,0.177,0.145,0.113,0.083,0.052,0.033,0.014,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.150,0.013,0.01,0.007,0.006,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.151,0.281,0.27,0.252,0.243,0.23,0.211,0.187,0.163,0.134,0.115,0.089,0.066,0.047,0.03,0.014,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.152,0.333,0.332,0.328,0.325,0.318,0.315,0.301,0.293,0.276,0.257,0.226,0.195,0.148,0.101,0.056,0.018,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.153,0.264,0.256,0.242,0.23,0.21,0.197,0.179,0.162,0.141,0.12,0.096,0.086,0.07,0.048,0.039,0.018,0.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.154,0.163,0.159,0.153,0.142,0.134,0.119,0.111,0.091,0.071,0.045,0.024,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.155,0.134,0.128,0.118,0.106,0.101,0.091,0.082,0.07,0.058,0.043,0.035,0.029,0.021,0.015,0.009,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.156,0.098,0.093,0.086,0.077,0.068,0.061,0.052,0.045,0.04,0.032,0.02,0.015,0.012,0.009,0.004,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.157,0.06,0.055,0.052,0.049,0.041,0.039,0.035,0.026,0.021,0.018,0.015,0.012,0.008,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.158,0.109,0.105,0.094,0.082,0.074,0.056,0.043,0.034,0.023,0.018,0.012,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.159,0.138,0.13,0.115,0.1,0.077,0.067,0.057,0.04,0.028,0.017,0.012,0.01,0.006,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.160,0.199,0.185,0.17,0.151,0.136,0.113,0.086,0.071,0.058,0.046,0.03,0.016,0.011,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.161,0.076,0.068,0.057,0.05,0.04,0.034,0.027,0.02,0.015,0.013,0.006,0.005,0.005,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.162,0.136,0.125,0.108,0.094,0.086,0.065,0.053,0.044,0.026,0.019,0.011,0.008,0.006,0.003,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.163,0.045,0.042,0.04,0.029,0.026,0.025,0.022,0.021,0.016,0.014,0.009,0.005,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.164,0.196,0.192,0.176,0.159,0.144,0.122,0.107,0.09,0.078,0.055,0.044,0.023,0.013,0.006,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.165,0.414,0.404,0.388,0.373,0.361,0.349,0.329,0.31,0.293,0.265,0.239,0.21,0.174,0.137,0.106,0.08,0.049,0.024,0.013,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.166,0.447,0.449,0.447,0.448,0.448,0.448,0.449,0.448,0.444,0.443,0.426,0.403,0.378,0.334,0.263,0.141,0.022,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.167,0.101,0.093,0.091,0.08,0.07,0.068,0.057,0.045,0.041,0.033,0.027,0.016,0.008,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.168,0.218,0.207,0.191,0.169,0.149,0.132,0.111,0.094,0.076,0.054,0.036,0.024,0.016,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.169,0.087,0.073,0.064,0.055,0.044,0.036,0.029,0.024,0.018,0.013,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.170,0.062,0.054,0.051,0.042,0.038,0.032,0.027,0.022,0.022,0.019,0.012,0.009,0.005,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.171,0.072,0.069,0.06,0.051,0.045,0.038,0.033,0.028,0.025,0.019,0.015,0.01,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.172,0.222,0.216,0.212,0.209,0.201,0.192,0.183,0.166,0.153,0.131,0.114,0.088,0.059,0.03,0.015,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.173,0.005,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.174,0.289,0.287,0.281,0.273,0.261,0.246,0.236,0.228,0.215,0.2,0.18,0.157,0.131,0.105,0.06,0.034,0.011,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.175,0.245,0.241,0.242,0.242,0.235,0.233,0.219,0.202,0.181,0.157,0.112,0.077,0.033,0.013,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.176,0.091,0.081,0.069,0.066,0.056,0.051,0.045,0.032,0.022,0.012,0.006,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.177,0.396,0.395,0.395,0.388,0.383,0.38,0.372,0.359,0.341,0.326,0.311,0.285,0.24,0.185,0.127,0.067,0.026,0.01,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.178,0.034,0.028,0.028,0.025,0.023,0.02,0.018,0.009,0.007,0.006,0.006,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.179,0.02,0.014,0.009,0.009,0.005,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.180,0.15,0.143,0.14,0.133,0.123,0.11,0.097,0.08,0.06,0.047,0.038,0.016,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.181,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.182,0.301,0.281,0.262,0.232,0.205,0.171,0.134,0.104,0.067,0.035,0.01,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.183,0.021,0.016,0.012,0.011,0.009,0.008,0.006,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.184,0.108,0.102,0.097,0.088,0.084,0.082,0.073,0.069,0.061,0.05,0.041,0.031,0.024,0.016,0.011,0.007,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.185,0.005,0.005,0.005,0.005,0.005,0.004,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.186,0.171,0.169,0.161,0.156,0.15,0.134,0.124,0.116,0.101,0.083,0.063,0.049,0.036,0.027,0.014,0.009,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.187,0.063,0.06,0.058,0.052,0.045,0.041,0.035,0.031,0.026,0.024,0.018,0.011,0.008,0.006,0.003,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.188,0.033,0.028,0.024,0.02,0.015,0.009,0.005,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.189,0.215,0.207,0.206,0.193,0.182,0.164,0.151,0.137,0.124,0.102,0.085,0.058,0.044,0.024,0.015,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.190,0.07,0.069,0.065,0.057,0.048,0.043,0.038,0.032,0.026,0.018,0.012,0.003,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.191,0.011,0.009,0.006,0.005,0.005,0.005,0.004,0.004,0.004,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.192,0.104,0.095,0.091,0.084,0.078,0.063,0.052,0.046,0.035,0.032,0.026,0.021,0.016,0.009,0.006,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.193,0.013,0.012,0.009,0.005,0.005,0.004,0.003,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.194,0.483,0.483,0.483,0.483,0.484,0.485,0.485,0.485,0.483,0.483,0.482,0.482,0.48,0.471,0.463,0.438,0.398,0.289,0.119,0.021,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.195,0.006,0.005,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.196,0.193,0.188,0.173,0.155,0.142,0.129,0.112,0.097,0.081,0.064,0.054,0.037,0.023,0.013,0.005,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.197,0.013,0.009,0.008,0.005,0.003,0.003,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.198,0.091,0.089,0.086,0.082,0.072,0.063,0.055,0.048,0.04,0.033,0.026,0.021,0.013,0.01,0.006,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.199,0.108,0.103,0.101,0.095,0.091,0.085,0.079,0.074,0.067,0.057,0.05,0.042,0.038,0.027,0.019,0.013,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.200,0.038,0.031,0.025,0.017,0.011,0.006,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.201,0.055,0.049,0.046,0.037,0.031,0.027,0.021,0.018,0.015,0.014,0.013,0.009,0.008,0.007,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.202,0.045,0.035,0.028,0.025,0.022,0.016,0.008,0.006,0.006,0.006,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.203,0.058,0.048,0.045,0.042,0.034,0.029,0.021,0.017,0.014,0.014,0.009,0.006,0.005,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.204,0.182,0.169,0.156,0.139,0.123,0.101,0.075,0.053,0.044,0.032,0.021,0.008,0.006,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.205,0.075,0.065,0.056,0.043,0.032,0.021,0.014,0.011,0.008,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.206,0.043,0.038,0.033,0.031,0.027,0.021,0.015,0.011,0.009,0.006,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.207,0.085,0.078,0.076,0.072,0.067,0.062,0.053,0.049,0.044,0.042,0.035,0.025,0.016,0.013,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.208,0.099,0.094,0.088,0.079,0.071,0.056,0.046,0.037,0.026,0.021,0.011,0.009,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.209,0.032,0.027,0.02,0.016,0.013,0.01,0.009,0.006,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.210,0.165,0.15,0.133,0.11,0.098,0.076,0.058,0.04,0.03,0.024,0.016,0.009,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.211,0.376,0.375,0.372,0.371,0.369,0.364,0.356,0.345,0.337,0.325,0.308,0.288,0.269,0.246,0.205,0.175,0.138,0.093,0.058,0.038,0.017,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.212,0.097,0.09,0.086,0.08,0.076,0.067,0.059,0.054,0.042,0.039,0.025,0.019,0.009,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.213,0.039,0.034,0.029,0.026,0.019,0.014,0.01,0.008,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
