,C'=' 0.010,C'=' 0.044,C'=' 0.078,C'=' 0.112,C'=' 0.147,C'=' 0.181,C'=' 0.215,C'=' 0.249,C'=' 0.283,C'=' 0.317,C'=' 0.351,C'=' 0.386,C'=' 0.420,C'=' 0.454,C'=' 0.488,C'=' 0.522,C'=' 0.556,C'=' 0.590,C'=' 0.624,C'=' 0.659,C'=' 0.693,C'=' 0.727,C'=' 0.761,C'=' 0.795,C'=' 0.829,C'=' 0.863,C'=' 0.898,C'=' 0.932,C'=' 0.966,C'=' 1.000
CD4Teff_150Nd_STAT5_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.013,0.028,0.045,0.064,0.078,0.087,0.094,0.099,0.102,0.114,0.122,0.126,0.132,0.136,0.14,0.146,0.152,0.155,0.158,0.159,0.16
CD4Teff_150Nd_STAT5_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.004,0.004,0.004,0.004,0.005,0.006,0.006,0.006,0.006,0.006,0.007,0.008,0.01,0.01,0.01,0.01
CD4Teff_150Nd_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.012,0.029,0.041,0.055,0.065,0.076,0.08,0.088,0.098,0.102,0.11,0.119,0.125,0.132,0.138,0.141,0.148
CD4Teff_151Eu_p38_IFNa,0.0,0.0,0.0,0.0,0.001,0.05,0.189,0.261,0.311,0.378,0.495,0.624,0.732,0.822,0.866,0.888,0.906,0.914,0.924,0.927,0.933,0.941,0.943,0.945,0.948,0.948,0.954,0.956,0.957,0.959
CD4Teff_153Eu_STAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.008,0.013,0.019,0.029,0.034,0.039,0.042,0.05,0.057,0.062,0.068,0.073,0.076,0.078,0.081,0.082,0.087,0.088,0.09
CD4Teff_153Eu_STAT1_IL246,0.0,0.0,0.0,0.0,0.0,0.034,0.122,0.135,0.135,0.14,0.165,0.209,0.247,0.267,0.277,0.292,0.302,0.314,0.326,0.333,0.348,0.355,0.362,0.375,0.383,0.388,0.392,0.398,0.4,0.405
CD4Teff_153Eu_STAT1_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_154Sm_STAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001
CD4Teff_154Sm_STAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.017,0.058,0.117,0.161,0.212,0.25,0.275,0.297,0.319,0.339,0.357,0.371,0.387,0.408,0.416,0.43,0.44,0.453,0.457,0.468,0.473,0.48,0.486
CD4Teff_154Sm_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.004,0.005,0.006,0.006,0.007,0.008,0.008,0.008,0.008,0.009,0.01,0.01,0.01
CD4Teff_155Gd_S6_IFNa,0.0,0.0,0.0,0.0,0.0,0.002,0.011,0.037,0.092,0.15,0.206,0.253,0.298,0.373,0.435,0.491,0.536,0.571,0.601,0.619,0.633,0.647,0.655,0.661,0.663,0.67,0.675,0.681,0.686,0.69
CD4Teff_155Gd_S6_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.009,0.051,0.098,0.143,0.184,0.223,0.262,0.29,0.321,0.35,0.376,0.401,0.424,0.447,0.474,0.496,0.51,0.526,0.54,0.554,0.561
CD4Teff_155Gd_S6_unstim,0.0,0.0,0.0,0.001,0.002,0.005,0.006,0.01,0.013,0.014,0.019,0.027,0.03,0.033,0.038,0.042,0.043,0.042,0.044,0.046,0.05,0.05,0.051,0.051,0.052,0.05,0.052,0.049,0.051,0.051
CD4Teff_156Gd_IkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.017,0.065,0.099,0.12,0.137,0.152,0.169,0.185,0.195,0.211,0.222,0.234,0.246,0.253,0.267,0.273,0.285,0.297,0.303,0.312,0.324,0.332
CD4Teff_156Gd_IkB_IL246,0.0,0.0,0.0,0.0,0.0,0.041,0.145,0.199,0.217,0.223,0.231,0.235,0.238,0.243,0.246,0.248,0.256,0.263,0.273,0.279,0.287,0.292,0.301,0.308,0.315,0.321,0.321,0.326,0.329,0.335
CD4Teff_156Gd_IkB_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.019,0.029,0.044,0.053,0.064,0.066,0.068,0.068,0.071,0.078,0.074,0.08,0.082,0.085,0.09,0.092
CD4Teff_159Tb_MAPKAPK2_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.031,0.107,0.197,0.313,0.383,0.442,0.496,0.539,0.571,0.593,0.611,0.623,0.631,0.641,0.658,0.665,0.674,0.678,0.686,0.692,0.694,0.699,0.703
CD4Teff_159Tb_MAPKAPK2_IL246,0.0,0.0,0.0,0.0,0.0,0.007,0.038,0.094,0.117,0.139,0.159,0.186,0.219,0.244,0.273,0.302,0.319,0.338,0.348,0.358,0.37,0.385,0.399,0.408,0.422,0.431,0.439,0.446,0.458,0.468
CD4Teff_159Tb_MAPKAPK2_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.012,0.038,0.088,0.149,0.195,0.231,0.257,0.273,0.296,0.318,0.33,0.346,0.366,0.387,0.399,0.409,0.418,0.426,0.432,0.436,0.447,0.451
CD4Teff_166Er_NFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.004,0.074,0.203,0.328,0.391,0.444,0.48,0.509,0.537,0.566,0.593,0.613,0.635,0.655,0.667,0.679,0.696,0.713,0.723,0.729,0.741,0.746,0.756,0.758,0.764
CD4Teff_166Er_NFkB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.075,0.173,0.26,0.302,0.346,0.386,0.431,0.467,0.505,0.533,0.571,0.586,0.601,0.617,0.632,0.649,0.66,0.665,0.673,0.681,0.691,0.696
CD4Teff_166Er_NFkB_unstim,0.0,0.0,0.0,0.0,0.017,0.103,0.307,0.533,0.619,0.659,0.693,0.72,0.74,0.754,0.77,0.776,0.786,0.791,0.795,0.799,0.802,0.802,0.806,0.811,0.814,0.815,0.815,0.818,0.82,0.818
CD4Teff_167Er_ERK_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.029,0.05,0.077,0.114,0.16,0.196,0.252,0.287,0.337,0.376,0.413,0.444,0.474,0.508,0.537,0.563,0.581,0.603,0.622,0.644,0.658,0.664
CD4Teff_167Er_ERK_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.012,0.044,0.073,0.104,0.132,0.167,0.198,0.233,0.271,0.301,0.308,0.318,0.328,0.345,0.354,0.361,0.373,0.381,0.386,0.393,0.398
CD4Teff_167Er_ERK_unstim,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.015,0.028,0.054,0.065,0.07,0.07,0.073,0.075,0.076,0.075,0.074,0.074,0.074,0.074,0.075,0.076,0.079,0.079,0.079,0.078,0.08,0.079,0.079
CD4Teff_168Er_STAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.017,0.027,0.041,0.059,0.08,0.103,0.119,0.137,0.16,0.178,0.187,0.201,0.214,0.227,0.234,0.244,0.249,0.256,0.264,0.269,0.274
CD4Teff_168Er_STAT6_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.003,0.007,0.007,0.008,0.012,0.012,0.012,0.012,0.013,0.013,0.015,0.015,0.016,0.016,0.017,0.018,0.019,0.018,0.021
CD4Teff_168Er_STAT6_unstim,0.0,0.0,0.0,0.0,0.0,0.001,0.027,0.063,0.111,0.137,0.156,0.171,0.176,0.182,0.189,0.199,0.202,0.206,0.212,0.215,0.215,0.215,0.217,0.216,0.214,0.216,0.214,0.21,0.207,0.205
CD4Tem_149Sm_CREB_IFNa,0.0,0.0,0.0,0.0,0.003,0.079,0.136,0.154,0.18,0.243,0.349,0.44,0.492,0.523,0.546,0.565,0.583,0.593,0.609,0.618,0.618,0.625,0.63,0.63,0.632,0.633,0.633,0.636,0.636,0.637
CD4Tem_149Sm_CREB_IL246,0.0,0.0,0.0,0.0,0.0,0.017,0.095,0.138,0.15,0.165,0.18,0.201,0.215,0.228,0.242,0.249,0.256,0.261,0.273,0.277,0.286,0.292,0.301,0.305,0.313,0.319,0.329,0.334,0.342,0.344
CD4Tem_149Sm_CREB_unstim,0.0,0.0,0.0,0.0,0.131,0.481,0.512,0.54,0.568,0.591,0.601,0.616,0.622,0.632,0.639,0.64,0.643,0.648,0.651,0.654,0.657,0.662,0.664,0.668,0.67,0.674,0.676,0.679,0.677,0.68
CD4Tem_150Nd_STAT5_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_150Nd_STAT5_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_150Nd_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CD4Tem_151Eu_p38_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.005,0.008,0.011,0.02,0.022,0.026,0.03,0.033,0.034,0.038,0.041,0.045,0.047,0.048,0.056,0.06,0.063,0.065
CD4Tem_151Eu_p38_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_153Eu_STAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.004,0.008,0.01,0.011,0.011,0.013,0.013,0.012,0.012,0.012,0.012,0.013
CD4Tem_153Eu_STAT1_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_154Sm_STAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_154Sm_STAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.004,0.005,0.007,0.01,0.009,0.012,0.014,0.017,0.02,0.024,0.028,0.032,0.033,0.034,0.036,0.038,0.039,0.043,0.046,0.049
CD4Tem_154Sm_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_155Gd_S6_IFNa,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.006,0.008,0.016,0.021,0.027,0.033,0.037,0.045,0.048,0.063,0.071,0.077,0.08,0.082,0.086,0.093,0.097,0.104,0.111,0.117,0.126
CD4Tem_155Gd_S6_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004,0.008,0.013,0.016,0.018,0.023,0.028,0.03,0.034,0.041,0.046,0.049,0.053,0.056,0.058,0.06,0.061,0.063
CD4Tem_155Gd_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.007,0.007,0.009,0.011,0.012,0.014,0.014,0.015,0.014,0.015,0.017,0.016,0.018
CD4Tem_156Gd_IkB_IFNa,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.007,0.007
CD4Tem_156Gd_IkB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.005,0.007,0.008,0.012,0.013,0.017,0.017,0.017,0.018,0.019,0.02,0.021,0.022,0.024,0.025,0.027,0.028,0.03,0.03,0.031,0.034
CD4Tem_156Gd_IkB_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_159Tb_MAPKAPK2_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.043,0.096,0.154,0.208,0.24,0.27,0.306,0.337,0.353,0.378,0.385,0.395,0.401,0.407,0.413,0.417,0.422,0.42,0.42,0.421,0.422,0.421
CD4Tem_159Tb_MAPKAPK2_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.041,0.099,0.149,0.201,0.261,0.31,0.354,0.397,0.444,0.471,0.497,0.517,0.537,0.548,0.57,0.593,0.608,0.625,0.64,0.649,0.662,0.672,0.683
CD4Tem_159Tb_MAPKAPK2_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.028,0.043,0.045,0.053,0.062,0.069,0.072,0.08,0.087,0.091,0.097,0.103,0.107,0.108,0.112,0.113,0.119,0.121,0.123,0.124,0.125,0.127
CD4Tem_166Er_NFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.015,0.021,0.049,0.083,0.106,0.137,0.167,0.208,0.236,0.277,0.317,0.357,0.384,0.415,0.446,0.475,0.495,0.517,0.533,0.543,0.552
CD4Tem_166Er_NFkB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003,0.004,0.005,0.005,0.006,0.009,0.011,0.014,0.015,0.017,0.018,0.019,0.022,0.025,0.025,0.029,0.035,0.038,0.042,0.045
CD4Tem_166Er_NFkB_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.007,0.014,0.019,0.024,0.024,0.026,0.024,0.024,0.024,0.024,0.025,0.025,0.023,0.022,0.023,0.024,0.025,0.025,0.023,0.024,0.026
CD4Tem_167Er_ERK_IFNa,0.0,0.0,0.0,0.0,0.0,0.015,0.182,0.437,0.522,0.549,0.572,0.591,0.619,0.64,0.657,0.674,0.687,0.697,0.708,0.715,0.725,0.734,0.74,0.747,0.755,0.758,0.762,0.768,0.777,0.781
CD4Tem_167Er_ERK_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.004,0.004,0.006,0.008,0.009,0.011,0.012,0.012,0.015,0.017,0.019,0.024,0.027,0.032,0.035,0.037,0.038
CD4Tem_167Er_ERK_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.014,0.017,0.03,0.047,0.067,0.084,0.094,0.113,0.122,0.134,0.142,0.151,0.155,0.156,0.154,0.156,0.157,0.162,0.163,0.166,0.168
CD4Tem_168Er_STAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.003,0.004,0.006,0.007,0.01,0.01,0.012,0.013,0.014,0.019,0.019,0.019,0.021,0.021,0.022,0.022,0.022
CD4Tem_168Er_STAT6_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_168Er_STAT6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.004,0.005,0.004,0.005,0.007,0.008,0.008,0.007,0.007,0.007,0.008,0.007,0.007,0.007,0.006,0.006,0.006
CD4Tnaive_149Sm_CREB_IFNa,0.0,0.0,0.015,0.024,0.135,0.175,0.325,0.383,0.456,0.482,0.494,0.496,0.495,0.494,0.494,0.492,0.493,0.493,0.49,0.49,0.489,0.487,0.487,0.484,0.483,0.484,0.484,0.485,0.484,0.483
CD4Tnaive_149Sm_CREB_IL246,0.0,0.0,0.0,0.026,0.057,0.078,0.108,0.169,0.216,0.257,0.284,0.321,0.336,0.361,0.377,0.397,0.413,0.435,0.445,0.462,0.468,0.481,0.496,0.511,0.517,0.527,0.541,0.54,0.545,0.549
CD4Tnaive_149Sm_CREB_unstim,0.0,0.0,0.217,0.22,0.463,0.463,0.463,0.463,0.463,0.462,0.462,0.462,0.461,0.46,0.458,0.456,0.456,0.454,0.453,0.454,0.454,0.454,0.454,0.456,0.457,0.46,0.46,0.46,0.46,0.462
CD4Tnaive_150Nd_STAT5_IFNa,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_150Nd_STAT5_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.004,0.005,0.007,0.007,0.007,0.007,0.008,0.007,0.01,0.013,0.014,0.014,0.018,0.021,0.021,0.024,0.028,0.031,0.033,0.036,0.036
CD4Tnaive_150Nd_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.007,0.011,0.023,0.034,0.054,0.069,0.081,0.101,0.111,0.122,0.142,0.154,0.168,0.19,0.204,0.217,0.224,0.232,0.238
CD4Tnaive_153Eu_STAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004,0.006,0.009,0.009,0.013,0.016,0.016,0.02,0.025,0.026,0.03,0.035,0.039,0.041,0.04,0.042,0.041,0.044,0.046,0.047,0.045,0.045
CD4Tnaive_153Eu_STAT1_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.039,0.069,0.105,0.138,0.18,0.205,0.236,0.257,0.282,0.297,0.323,0.344,0.365,0.387,0.405,0.421,0.443,0.463,0.473,0.483,0.496,0.506
CD4Tnaive_153Eu_STAT1_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_154Sm_STAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CD4Tnaive_154Sm_STAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.007,0.011,0.014,0.021,0.03,0.036,0.042,0.045,0.049,0.055,0.057,0.061,0.063,0.069,0.07,0.071,0.071,0.074,0.077,0.08,0.081,0.085,0.085
CD4Tnaive_154Sm_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CD4Tnaive_155Gd_S6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.005,0.007,0.011,0.012,0.016,0.017,0.022,0.024,0.024,0.024,0.029,0.03,0.032,0.032,0.032,0.035,0.035,0.037
CD4Tnaive_155Gd_S6_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.036,0.077,0.096,0.103,0.11,0.117,0.134,0.159,0.183,0.197,0.208,0.215,0.232,0.235,0.237,0.239,0.242,0.244,0.247,0.249,0.25,0.253,0.254
CD4Tnaive_155Gd_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.005,0.006,0.006,0.008,0.008,0.008,0.011,0.012,0.014,0.015,0.014,0.015,0.014,0.013,0.013,0.013,0.013,0.013,0.013,0.012
CD4Tnaive_156Gd_IkB_IFNa,0.0,0.0,0.0,0.002,0.006,0.009,0.011,0.011,0.011,0.01,0.01,0.013,0.014,0.014,0.014,0.015,0.015,0.015,0.014,0.014,0.014,0.014,0.014,0.014,0.015,0.015,0.015,0.015,0.015,0.015
CD4Tnaive_156Gd_IkB_IL246,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.004,0.008,0.011,0.021,0.025,0.028,0.031,0.036,0.041,0.047,0.054,0.058,0.06,0.062
CD4Tnaive_156Gd_IkB_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001
CD4Tnaive_159Tb_MAPKAPK2_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.026,0.055,0.097,0.147,0.199,0.241,0.284,0.318,0.347,0.365,0.379,0.388,0.394,0.397,0.405,0.406,0.41,0.415,0.418,0.419,0.421,0.42
CD4Tnaive_159Tb_MAPKAPK2_IL246,0.0,0.0,0.0,0.0,0.0,0.006,0.066,0.223,0.354,0.425,0.472,0.517,0.559,0.599,0.626,0.649,0.672,0.686,0.699,0.705,0.715,0.72,0.729,0.732,0.735,0.738,0.743,0.746,0.748,0.752
CD4Tnaive_159Tb_MAPKAPK2_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.016,0.045,0.065,0.099,0.141,0.172,0.208,0.231,0.249,0.265,0.281,0.289,0.304,0.308,0.317,0.323,0.332,0.337,0.342,0.35,0.355,0.358
CD4Tnaive_166Er_NFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.009,0.016,0.029,0.047,0.063,0.089,0.117,0.15,0.17,0.192,0.215,0.237,0.252,0.269,0.285,0.296,0.316,0.327,0.335,0.348,0.356
CD4Tnaive_166Er_NFkB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.004,0.005,0.008,0.009,0.012,0.015,0.02,0.026,0.03,0.035,0.038,0.042,0.045,0.052,0.054,0.056,0.059,0.065
CD4Tnaive_166Er_NFkB_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.015,0.039,0.069,0.103,0.141,0.182,0.224,0.272,0.306,0.337,0.37,0.389,0.412,0.428,0.44,0.449,0.461,0.47,0.479,0.487,0.495,0.499
CD4Tnaive_167Er_ERK_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.018,0.049,0.078,0.131,0.185,0.249,0.296,0.341,0.371,0.394,0.408,0.424,0.431,0.438,0.451,0.452,0.464,0.463,0.469,0.477,0.483,0.485,0.49
CD4Tnaive_167Er_ERK_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.011,0.024,0.043,0.054,0.068,0.076,0.08,0.091,0.096,0.106,0.113,0.12,0.126,0.131,0.137,0.145,0.156,0.162,0.164,0.17,0.18
CD4Tnaive_167Er_ERK_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.04,0.079,0.119,0.144,0.17,0.198,0.214,0.218,0.223,0.234,0.242,0.246,0.25,0.25,0.252,0.253,0.259,0.258,0.262,0.263,0.265,0.267
CD4Tnaive_168Er_STAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.006,0.01,0.016,0.021,0.024,0.03,0.031,0.036,0.037,0.04,0.044,0.043,0.045,0.045,0.046,0.046,0.046,0.047
CD4Tnaive_168Er_STAT6_IL246,0.0,0.0,0.0,0.004,0.023,0.033,0.045,0.055,0.073,0.086,0.094,0.1,0.109,0.116,0.121,0.128,0.128,0.138,0.14,0.142,0.147,0.152,0.156,0.162,0.16,0.164,0.166,0.167,0.17,0.176
CD4Tnaive_168Er_STAT6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.007,0.008,0.011,0.013,0.014,0.016,0.018,0.023,0.026,0.031,0.034,0.034,0.035,0.036,0.037,0.037,0.041,0.041,0.041
CD56hiCD16negNK_149Sm_CREB_IFNa,0.0,0.0,0.0,0.0,0.0,0.023,0.058,0.103,0.159,0.245,0.34,0.437,0.511,0.596,0.657,0.696,0.725,0.748,0.776,0.791,0.804,0.821,0.832,0.842,0.851,0.856,0.861,0.868,0.871,0.877
CD56hiCD16negNK_149Sm_CREB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.024,0.055,0.095,0.133,0.181,0.214,0.25,0.28,0.323,0.366,0.392,0.429,0.453,0.475,0.494,0.506,0.517,0.526,0.537,0.547,0.559,0.564
CD56hiCD16negNK_149Sm_CREB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.052,0.111,0.177,0.264,0.343,0.408,0.466,0.534,0.574,0.609,0.649,0.682,0.705,0.742,0.755,0.779,0.791,0.803,0.819,0.833,0.848,0.86,0.867
CD56hiCD16negNK_149Sm_CREB_unstim,0.0,0.0,0.0,0.0,0.0,0.001,0.032,0.102,0.137,0.177,0.222,0.266,0.306,0.345,0.372,0.394,0.411,0.427,0.446,0.46,0.47,0.48,0.493,0.494,0.497,0.505,0.508,0.52,0.526,0.527
CD56hiCD16negNK_150Nd_STAT5_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.003,0.005,0.008,0.013,0.017,0.018,0.021,0.023,0.032,0.035,0.035,0.038,0.044,0.045,0.047,0.048
CD56hiCD16negNK_150Nd_STAT5_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.005,0.007,0.01,0.011,0.012,0.012,0.013,0.013,0.013,0.014,0.014,0.015
CD56hiCD16negNK_150Nd_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
